i,U,K,Px,Py,Pz,Ne
35,-58996243.48633574,29908412.30772491,-5253.383078666306,8544.913080229433,-4647.200712417307,0.0
36,-58984645.49003387,29907530.83504473,-5248.558793379751,8544.729524392123,-4644.712142385221,0.0
37,-58973315.62876918,29907261.577464104,-5246.317208468636,8546.702525508566,-4641.4277437326955,0.0
38,-58962232.48100713,29902471.827620372,-5248.421310919816,8549.774535319546,-4639.676068517135,0.0
39,-58952299.39863296,29897457.48701414,-5251.870348904533,8552.815439387303,-4639.321123991664,0.0
40,-58942366.26444054,29895191.230384782,-5258.730256662485,8554.994825651904,-4638.000359889055,0.0
41,-58933626.716901824,29897142.0223101,-5264.826955988984,8552.365644214668,-4638.872669517649,0.0
42,-58925550.57770815,29906840.66814919,-5270.57346559986,8550.301745998464,-4640.1753358096375,0.0
43,-58917920.61709076,29904640.55018835,-5279.0566003133035,8549.678894625316,-4640.907441161448,0.0
44,-58911182.89238628,29902030.553188097,-5288.7006698838,8546.713353856823,-4639.493094323243,0.0
45,-58905948.15280269,29902729.527371943,-5297.086682346115,8544.739964231023,-4634.196574156234,0.0
46,-58901587.749762155,29908164.293053955,-5303.059852052581,8545.698829684452,-4629.793504790458,0.0
47,-58897875.70929766,29916964.37924671,-5308.424598233196,8546.555557654507,-4627.000110460115,0.0
48,-58895026.37239912,29923167.451874387,-5312.383198443219,8546.88497052586,-4625.208149946274,0.0
49,-58892802.54052879,29934149.28542265,-5316.863676128695,8549.078623676267,-4624.668776059129,0.0
50,-58891415.51243075,29952598.040381707,-5322.222888591312,8551.403771046005,-4623.707762628016,0.0
51,-58889906.15409822,29958960.633264884,-5328.196717676527,8554.343620124395,-4622.792712992393,0.0
52,-58889470.331531025,29969277.46605474,-5335.876534442619,8559.681575341683,-4622.075276911653,0.0
53,-58888535.732533075,29984147.3211441,-5342.381711872143,8562.830327224732,-4620.573472292974,0.0
54,-58888979.31490021,29990162.464928713,-5344.046883942937,8566.709932269361,-4619.985964335703,0.0
55,-58888953.47246288,29996195.754755534,-5345.856644422108,8568.738463061367,-4623.093550805114,0.0
56,-58888618.10355275,30006092.33561764,-5348.472844070891,8567.199703177594,-4625.890541458424,0.0
57,-58888113.33731915,30020813.33621345,-5352.610860163226,8566.737365953339,-4622.721866839527,0.0
58,-58887704.871809445,30026038.45962441,-5360.535161377549,8567.379818259247,-4619.404371010246,0.0
59,-58886600.00314454,30036030.828012284,-5368.967214101591,8569.53468005376,-4618.132284851419,0.0
60,-58885044.05949544,30042354.677400254,-5376.354125392079,8570.709301131994,-4617.024044105175,0.0
61,-58883060.234587066,30052518.157858994,-5384.797190600387,8573.326660082712,-4618.054093057996,0.0
62,-58880401.79766919,30054910.01459284,-5392.8339905986795,8576.209696922902,-4621.703599753751,0.0
63,-58876333.75378567,30059983.82626884,-5401.7059803283055,8575.279746178277,-4620.556776858823,0.0
64,-58871424.863482125,30060328.850849397,-5414.0907473659,8575.40011640958,-4613.320013231014,0.0
65,-58865615.98023939,30057465.652844463,-5423.7426222506065,8580.442104102432,-4608.279417244084,0.0
66,-58858648.590740085,30061409.51324798,-5429.098156696017,8586.93286405917,-4603.5296922264415,0.0
67,-58850975.66287317,30080824.882425424,-5433.976729479124,8590.081865734126,-4599.301286165472,0.0
68,-58842521.788621,30094479.0957372,-5441.6887641910935,8589.573568799407,-4597.929425838758,0.0
69,-58832359.97510866,30144959.57974941,-5450.633160473723,8587.555863187368,-4595.474651131898,0.0
70,-58820531.24018436,30146148.10121149,-5458.372658381402,8585.432343592622,-4594.036601726536,0.0
71,-58808213.98164703,30138061.35085572,-5462.419246002778,8584.936178181959,-4591.976911928381,0.0
72,-58794849.98094483,30131976.114634674,-5464.520166554178,8585.441507229398,-4589.418038352053,0.0
73,-58780456.20586268,30123015.372898318,-5464.268642326652,8586.368137320816,-4591.561380789445,0.0
74,-58765962.14086073,30115370.85711118,-5457.859855458253,8587.471162200165,-4595.0324215963,0.0
75,-58750607.25013235,30189967.54291669,-5451.760080890431,8587.575196700309,-4596.6086681608,0.0
76,-58733525.501102746,30431146.99009086,-5449.47714428335,8587.894196691746,-4596.9179005073,0.0
77,-58715592.95538792,30419530.352182213,-5448.350485076439,8589.038746254024,-4598.199173762634,0.0
78,-58697211.07794131,30419226.90879051,-5448.097368707222,8589.25662879236,-4598.751924042599,0.0
79,-58678641.87907661,30403973.216354325,-5449.513633615201,8589.513769389048,-4599.668051013084,0.0
80,-58659847.32683758,30387110.451318145,-5451.408953627858,8588.530800377359,-4602.4138173998745,0.0
81,-58640281.61916957,30371731.569565866,-5453.2861065007355,8586.244479131665,-4601.585167923343,0.0
82,-58621170.29921838,30355127.04928329,-5456.732089122429,8585.958028599962,-4596.442617813957,0.0
83,-58601844.08746449,30342864.968047652,-5460.490427894084,8587.481037169418,-4591.396219286008,0.0
84,-58582421.87435777,30332340.023113232,-5461.569305108414,8588.918875780946,-4588.257384306882,0.0
85,-58562920.91439311,30319995.81971252,-5461.743424036469,8589.508604011466,-4587.083584180527,0.0
86,-58543982.05809534,30303866.168859344,-5463.315644493891,8591.061856161505,-4586.587319794073,0.0
87,-58524894.307751805,30292774.408180982,-5464.524495001594,8592.19833182422,-4583.332328615941,0.0
88,-58506024.09331912,30287648.989104554,-5465.089633772762,8590.783527127354,-4580.363750497932,0.0
89,-58487074.51184328,30276134.397812944,-5463.578278484986,8586.652766629446,-4579.75036268641,0.0
90,-58468361.41170372,30261934.956904132,-5462.573710040714,8580.797794600781,-4578.551156195585,0.0
91,-58448956.55635068,30249800.62326622,-5462.426529118807,8578.234995943989,-4579.8984110433785,0.0
92,-58429725.44031414,30235821.06068324,-5460.748697378382,8578.43848049204,-4580.935662726167,0.0
93,-58410144.68634489,30222580.065781754,-5461.7164491809945,8577.177886614989,-4578.284846375252,0.0
94,-58389777.94730015,30213665.775992427,-5463.876673788906,8576.588869649064,-4574.0117150871,0.0
95,-58369300.82649128,30264611.522528403,-5464.990277985125,8576.94684282339,-4568.30534357809,0.0
96,-58347116.06541183,30418108.680433936,-5465.123376718157,8575.373180072022,-4563.344891636869,0.0
97,-58325147.02286818,30406233.091245085,-5465.102621403774,8573.095402233275,-4560.620676114651,0.0
98,-58303220.39322351,30395773.347090945,-5467.355271539455,8569.870272624199,-4560.795488672867,0.0
99,-58281228.43348544,30376853.538265884,-5469.899427372925,8565.99498050624,-4562.76460761225,0.0
100,-58259579.08670208,30357513.65470817,-5473.203452537769,8563.521021112065,-4563.81118590256,0.0
101,-58238611.39373478,30341919.67416758,-5476.150142286519,8561.350119767461,-4565.883850255639,0.0
102,-58218068.776665315,30496386.270932134,-5477.70360423263,8559.577452935018,-4569.793987830455,0.0
103,-58196955.791032635,30953163.09086544,-5478.907882155503,8560.07997312451,-4571.77303827985,0.0
104,-58176664.540283106,30941623.22988679,-5479.798816159973,8562.417880885356,-4572.14504311991,0.0
105,-58157609.94437512,31107527.45185648,-5478.349754044636,8565.89522283626,-4573.501371303266,0.0
106,-58137418.34685621,31662797.264504068,-5476.41809011242,8568.068907260655,-4572.858872999647,0.0
107,-58118211.05128902,31663970.876819283,-5477.897472180333,8567.2642394102,-4571.368383433811,0.0
108,-58100375.57739852,31650472.67471581,-5481.309323824416,8566.889543449486,-4573.006280606789,0.0
109,-58082861.93570545,31636112.745392203,-5485.444207957488,8567.240752628897,-4577.960885943166,0.0
110,-58066141.27228921,31632412.458839197,-5489.005403150553,8567.073941293567,-4584.038173007394,0.0
111,-58049135.9127686,31642964.99004363,-5492.997698998703,8569.484592686658,-4585.600886503957,0.0
112,-58033153.35867342,31635756.770346783,-5495.947048546591,8573.619524577769,-4584.171977991223,0.0
113,-58017550.25968458,31627856.770894937,-5495.664577624804,8576.513810606104,-4582.475543285833,0.0
114,-58002569.97308738,31641814.345081594,-5494.141097355088,8579.21778517357,-4581.555939681453,0.0
115,-57987367.74182649,31688787.234666586,-5495.586258233656,8582.71515509569,-4581.169559351315,0.0
116,-57972355.530514926,31697198.765166726,-5497.811225385599,8585.931975544432,-4579.187507749447,0.0
117,-57957969.46437093,31691528.25044635,-5496.02135727378,8586.633778941576,-4574.968751831284,0.0
118,-57944081.28342162,31684580.899325367,-5494.6479126102995,8585.07074035351,-4569.3381793492035,0.0
119,-57930355.68743434,31675792.875404157,-5493.536134250798,8583.397307543504,-4566.944106455092,0.0
120,-57917168.21315797,31667599.759364914,-5491.049512489408,8584.117476946436,-4569.769557874355,0.0
121,-57904344.513961926,31661738.86190661,-5489.659439074191,8585.233464651348,-4573.62931112498,0.0
122,-57891435.13012166,31655837.37403882,-5489.26052958447,8584.126093893778,-4574.774558890404,0.0
123,-57879009.54987446,31650744.80958579,-5489.808424322833,8583.505508628989,-4575.020026854504,0.0
124,-57866108.70620944,31654067.048054602,-5490.608661132102,8581.619720182745,-4575.448120307654,0.0
125,-57853194.87541376,31647055.76187104,-5494.788943318253,8578.176847928802,-4575.892608244777,0.0
126,-57839169.07172609,31638314.655660685,-5497.921457147267,8576.621793999644,-4578.394930823467,0.0
127,-57825518.634893134,31628486.473191813,-5497.730988208894,8576.241666125141,-4581.9656469520905,0.0
128,-57811243.64894226,31619675.77365053,-5498.884427702383,8575.812753633454,-4586.548840471182,0.0
129,-57796124.35766779,31617709.247365117,-5500.810301142607,8575.789837025965,-4589.825372816819,0.0
130,-57780498.25141576,31607105.094010312,-5502.738599855709,8575.890031557392,-4590.98224622436,0.0
131,-57765135.45609483,31599007.132346846,-5505.668470974806,8576.087055948195,-4591.252568350378,0.0
132,-57749805.431292124,31589829.01213183,-5510.552094355833,8575.096273439012,-4593.716648709,0.0
133,-57734193.655884266,31581463.11425805,-5513.057745873185,8573.399717064056,-4597.976336858181,0.0
134,-57718759.04049517,31573768.091922257,-5508.37860017411,8575.915300049986,-4599.729698199743,0.0
135,-57704152.769491814,31576900.693288427,-5500.78327206272,8579.17180112707,-4598.567667097688,0.0
136,-57689910.72060384,31592173.906501513,-5495.074556090695,8581.414866819061,-4595.81310593411,0.0
137,-57676257.18384365,31657421.797178503,-5490.333145131556,8584.120442101084,-4596.4402157842815,0.0
138,-57663896.92233294,31682600.529953107,-5487.476844084565,8583.742220639562,-4600.098125036664,0.0
139,-57651968.80633261,31688303.89365039,-5488.26463452784,8582.491772051968,-4602.81890819901,0.0
140,-57640762.200485334,31683752.925383165,-5489.325740583716,8582.671141137696,-4600.361977571754,0.0
141,-57631356.624753304,31697478.826712728,-5490.351095599527,8583.191366585364,-4594.377049930923,0.0
142,-57623194.245655745,31728164.90511928,-5491.299181158679,8583.203389766732,-4592.936789420046,0.0
143,-57615612.80631086,31730382.234111164,-5492.4880306290115,8581.33317365631,-4595.797021489689,0.0
144,-57609511.11453674,31730475.968692955,-5494.694356055269,8579.932317385856,-4598.0296968337825,0.0
145,-57604661.76222296,31743019.678939857,-5496.243726017745,8580.565464398944,-4598.191848958405,0.0
146,-57600474.094944164,31746454.65608585,-5494.508782041499,8581.441874008497,-4595.588751198206,0.0
147,-57597207.20725367,31745258.98647899,-5490.446950807045,8582.107068522912,-4590.814349043221,0.0
148,-57594733.14341348,31749426.782439414,-5489.629861796509,8584.062544987628,-4586.665546491892,0.0
149,-57592413.985961325,31764526.355075028,-5489.278130504768,8586.90829281902,-4584.1569237467265,0.0
150,-57590260.54399851,31767013.147344556,-5487.656757152352,8586.89055849399,-4581.475827670463,0.0
151,-57588340.385535076,31769240.663448796,-5485.583608858843,8584.443577603895,-4577.097112430044,0.0
152,-57585932.05953999,31771043.83724242,-5483.123677777414,8581.580344028767,-4573.340602289713,0.0
153,-57583369.19400421,31773112.54941582,-5480.972872884674,8575.734614498153,-4573.487642253376,0.0
154,-57580548.63938399,31777668.718754444,-5478.597097785949,8568.843531248833,-4575.252018316598,0.0
155,-57577575.07715554,31778610.201649975,-5475.881577519812,8563.657077081214,-4576.240792635619,0.0
156,-57573822.741246484,31781857.071726505,-5474.368254344933,8560.286497942376,-4576.442736472936,0.0
157,-57569660.79020265,31783537.5475869,-5475.400520647245,8557.985731734534,-4576.385313102287,0.0
158,-57564789.25799242,31782613.542058855,-5475.007940841279,8555.257485474063,-4574.375536380244,0.0
159,-57559062.60028043,31785816.576137595,-5470.761429719028,8550.158017771964,-4569.990740070648,0.0
160,-57553296.50214638,31799047.953609865,-5468.237112153281,8544.994417708565,-4566.268002817279,0.0
161,-57546081.58982769,31813186.253557876,-5470.762668101075,8543.364464367576,-4564.382654452264,0.0
162,-57538245.52200569,31814788.779933035,-5471.845017412163,8542.678697348827,-4563.281711508841,0.0
163,-57530190.32780052,31812478.83874222,-5471.759791040783,8543.860594642816,-4560.966210094991,0.0
164,-57522091.37513753,31821585.006984554,-5470.624479776375,8546.006380253082,-4559.632205123506,0.0
165,-57513298.698456965,31821317.622799575,-5468.214184724151,8545.556746664015,-4559.369171129793,0.0
166,-57504392.300779104,31818028.488605373,-5465.857917199997,8546.610499534365,-4559.781640170126,0.0
167,-57495948.784614384,31816239.488926683,-5461.826899807922,8549.85197505103,-4561.75125767598,0.0
168,-57487448.29506703,31811646.56856843,-5460.699701948428,8553.722393880345,-4560.994371540416,0.0
169,-57478701.439165734,31808858.320637096,-5461.469893582219,8560.658969552003,-4559.789153457886,0.0
170,-57470216.567326024,31808499.537975084,-5461.861526761206,8562.559437812051,-4557.82954168837,0.0
171,-57461422.34931236,31804630.566748474,-5460.127725589489,8560.438488671985,-4555.666230266792,0.0
172,-57452700.26298515,31801184.44062478,-5455.939712971758,8559.624562283045,-4555.072255631294,0.0
173,-57443753.15539026,31800790.159332342,-5454.739146858257,8558.946666785252,-4553.997248017331,0.0
174,-57434221.644502185,31794853.61803495,-5454.001675966279,8561.266398686532,-4550.727554690112,0.0
175,-57424388.32705601,31791837.33836376,-5449.5878285634735,8564.633461763138,-4549.420522530735,0.0
176,-57413921.64276691,31797904.29380533,-5445.42192458555,8565.218639021488,-4553.993298559738,0.0
177,-57402353.72921532,31809936.98019164,-5444.208831321978,8565.521162772893,-4556.585199846063,0.0
178,-57390125.34810158,31800917.835029207,-5444.709945901832,8567.631129610685,-4556.6555051367195,0.0
179,-57377458.1662292,31837088.13353478,-5444.0030813633,8569.782638945733,-4555.905271421755,0.0
180,-57363826.1591792,31967766.393191624,-5441.875674566666,8572.633111642988,-4553.491144577038,0.0
181,-57349511.928300366,31957492.95315157,-5439.711239440776,8574.6125102805,-4552.98565471549,0.0
182,-57336071.87520135,31948367.896789454,-5439.2929146619545,8574.81698207032,-4552.79859494738,0.0
183,-57322349.53871239,31941172.976457924,-5439.956207480026,8574.187181107935,-4553.5262094996215,0.0
184,-57309309.372643426,31937516.277975656,-5439.95782578993,8576.836896445519,-4555.1820781215065,0.0
185,-57297337.973979905,31938713.221711393,-5440.1601298220385,8581.696200665612,-4553.0109754899,0.0
186,-57285928.8246148,31935666.452864666,-5438.116305093844,8583.069065234273,-4550.454765969814,0.0
187,-57275281.38785216,31934599.452313527,-5435.252388819954,8582.179626914018,-4548.277814782896,0.0
188,-57266012.89091309,31947626.26015518,-5435.394835376212,8581.131247022398,-4545.831168921205,0.0
189,-57257313.00813901,31982307.63825861,-5438.776144307385,8581.463936972967,-4545.313131100637,0.0
190,-57250132.732067056,31983528.2813769,-5443.357298301703,8581.237203604618,-4544.868633329089,0.0
191,-57244485.08858413,32460918.490485825,-5446.997503901372,8579.02714834133,-4543.02691829116,0.0
192,-57237977.7385496,33914808.65595734,-5449.031935044237,8576.1020764482,-4540.577474415375,0.0
193,-57233579.44522764,33914246.33023005,-5448.534994613223,8573.934960771585,-4537.786945040863,0.0
194,-57230497.98196512,33914216.97448342,-5447.848517551486,8574.670366681446,-4535.625459870286,0.0
195,-57228263.85723108,33913854.08723689,-5448.139512956794,8574.707313614224,-4536.379193753061,0.0
196,-57226634.931498624,33919672.76920548,-5449.0129114015945,8572.451590957558,-4536.98467265296,0.0
197,-57225288.52732337,33929195.1485244,-5447.354032063802,8572.0178071913,-4536.270108462587,0.0
198,-57223839.81835474,33937216.65805096,-5442.795406447202,8572.221582694934,-4538.999641169984,0.0
199,-57222124.505731575,33949270.10316615,-5441.574732045957,8571.003746477685,-4539.946066006592,0.0
200,-57219689.35006341,33964908.10160935,-5443.584614155758,8569.796829196523,-4537.88295294988,0.0
