i,U,K,Px,Py,Pz,Ne
20,-59164394.05841739,29736725.396507308,-5305.688953275833,8574.259819912042,-4676.433495417599,0.0
21,-59155080.97086859,29757106.235781964,-5305.688953275893,8574.259819911988,-4676.433495417586,0.0
22,-59145360.51475716,29827944.858521417,-5305.68895327587,8574.259819911917,-4676.43349541764,0.0
23,-59134978.141203366,29826331.486400694,-5305.688953275894,8574.259819911933,-4676.433495417576,0.0
24,-59124657.27199817,29828591.733352654,-5305.6889532758505,8574.259819911798,-4676.433495417731,0.0
25,-59113763.03124044,29828144.325205542,-5305.6889532759005,8574.259819911973,-4676.433495417652,0.0
26,-59102515.22228254,29831627.907661084,-5305.688953275865,8574.259819912013,-4676.433495417719,0.0
27,-59091252.720117174,29827259.31268729,-5305.688953275936,8574.25981991189,-4676.43349541761,0.0
28,-59079647.783451825,29823892.888471022,-5305.688953275846,8574.259819911947,-4676.433495417646,0.0
29,-59067828.360349156,29826285.748942237,-5305.688953275888,8574.259819912028,-4676.433495417703,0.0
30,-59055723.38206103,29833923.05401848,-5305.688953275873,8574.259819912202,-4676.433495417609,0.0
31,-59043507.79623723,29826706.10970741,-5305.68895327581,8574.259819911822,-4676.433495417596,0.0
32,-59030674.613677785,29823238.63056347,-5305.688953276004,8574.259819911951,-4676.43349541767,0.0
33,-59017992.76688808,29829440.828013714,-5305.6889532757905,8574.259819911906,-4676.433495417642,0.0
34,-59005177.39865388,29822230.01537626,-5305.688953275881,8574.259819911935,-4676.433495417622,0.0
35,-58992509.207677275,29818001.97444308,-5305.688953275822,8574.259819911775,-4676.433495417629,0.0
36,-58980190.14641581,29814075.35449344,-5305.68895327584,8574.259819911915,-4676.433495417662,0.0
37,-58968528.6476424,29862859.26698437,-5305.688953275857,8574.259819911924,-4676.433495417548,0.0
38,-58956997.4594004,30023383.594721295,-5305.688953275927,8574.259819911935,-4676.433495417673,0.0
39,-58945710.65415376,30017570.71006684,-5305.68895327589,8574.259819911946,-4676.433495417687,0.0
40,-58934764.802115835,30010773.703752335,-5305.688953275852,8574.259819912044,-4676.433495417636,0.0
41,-58925549.2110118,30227037.596837416,-5305.688953275886,8574.259819911975,-4676.4334954176165,0.0
42,-58916298.69225382,30913420.80581489,-5305.688953275842,8574.259819911915,-4676.433495417667,0.0
43,-58906976.030524164,30909743.458845355,-5305.6889532758505,8574.259819911786,-4676.433495417607,0.0
44,-58898954.78443822,30911212.172855653,-5305.688953275833,8574.259819911958,-4676.433495417613,0.0
45,-58892678.43277198,30918609.740307715,-5305.688953275818,8574.259819912078,-4676.4334954176875,0.0
46,-58887432.398166634,30929874.368360195,-5305.688953275849,8574.259819911887,-4676.433495417585,0.0
47,-58882770.326902695,30936576.05689405,-5305.6889532759005,8574.259819911867,-4676.433495417625,0.0
48,-58879436.89941053,30936433.07749752,-5305.688953275846,8574.259819912084,-4676.433495417685,0.0
49,-58876299.48576035,30936407.882481914,-5305.68895327588,8574.259819911862,-4676.433495417564,0.0
50,-58874838.294708595,30939117.99681884,-5305.688953275894,8574.259819911926,-4676.433495417692,0.0
51,-58873047.14856768,30953044.490684737,-5305.688953275885,8574.259819911988,-4676.433495417472,0.0
52,-58873014.10504756,30958185.280575726,-5305.688953275816,8574.259819911984,-4676.433495417723,0.0
53,-58873078.807625726,30966883.988104004,-5305.688953275903,8574.259819911664,-4676.433495417726,0.0
54,-58873858.08086987,30972589.95995304,-5305.688953275798,8574.259819912078,-4676.433495417519,0.0
55,-58874613.70412103,30975028.044711128,-5305.6889532758305,8574.259819911813,-4676.433495417686,0.0
56,-58875535.77668698,30980584.416585043,-5305.688953275824,8574.259819911924,-4676.433495417679,0.0
57,-58876471.077355325,30987441.198060643,-5305.688953275779,8574.25981991209,-4676.4334954176475,0.0
58,-58877392.39070283,30995754.560951054,-5305.688953275873,8574.259819912137,-4676.4334954175465,0.0
59,-58877762.65607448,31001427.37608952,-5305.688953275967,8574.259819912037,-4676.43349541771,0.0
60,-58877659.11945123,31014395.808368582,-5305.688953275831,8574.259819911831,-4676.433495417529,0.0
61,-58877364.26903147,31054273.344854876,-5305.688953275828,8574.259819912102,-4676.433495417586,0.0
62,-58875649.628811985,31058648.017871372,-5305.688953275873,8574.259819911806,-4676.43349541766,0.0
63,-58873486.92946213,31062310.290764257,-5305.688953275809,8574.259819911971,-4676.433495417705,0.0
64,-58870036.89308482,31069044.46860001,-5305.688953275875,8574.259819911913,-4676.433495417664,0.0
65,-58865580.87218009,31072823.897750176,-5305.688953275891,8574.259819911871,-4676.433495417514,0.0
66,-58860469.6598713,31071990.404428344,-5305.688953275816,8574.259819911982,-4676.433495417566,0.0
67,-58854564.47065492,31069395.116496902,-5305.688953275801,8574.259819911947,-4676.4334954175065,0.0
68,-58847876.080799416,31066639.935659893,-5305.688953275806,8574.259819912002,-4676.433495417517,0.0
69,-58839939.80533183,31068811.501786567,-5305.6889532759005,8574.25981991194,-4676.433495417599,0.0
70,-58831029.07883688,31069975.61262994,-5305.688953275868,8574.259819911926,-4676.433495417581,0.0
71,-58821360.86047456,31064402.51006806,-5305.688953275806,8574.259819911938,-4676.433495417671,0.0
72,-58810858.61436229,31060848.968853988,-5305.6889532759205,8574.259819912068,-4676.433495417624,0.0
73,-58798696.857708804,31055708.391020324,-5305.688953275815,8574.259819912015,-4676.433495417682,0.0
74,-58785771.066602446,31045572.616871987,-5305.688953275841,8574.25981991187,-4676.433495417495,0.0
75,-58772741.56251222,31033958.499208372,-5305.688953275832,8574.259819911906,-4676.433495417679,0.0
76,-58758518.78984423,31026075.515210778,-5305.68895327582,8574.259819912017,-4676.433495417681,0.0
77,-58743537.64014426,31070804.841575805,-5305.68895327582,8574.2598199118,-4676.433495417704,0.0
78,-58726796.11238189,31196932.13547111,-5305.688953275854,8574.259819912068,-4676.433495417506,0.0
79,-58709662.04527533,31187767.292084254,-5305.688953275797,8574.2598199119,-4676.433495417574,0.0
80,-58691390.83200784,31177747.14476401,-5305.688953275857,8574.25981991199,-4676.433495417713,0.0
81,-58673061.51262494,31167251.12633583,-5305.68895327583,8574.259819911958,-4676.433495417684,0.0
82,-58654293.04032813,31158228.79476981,-5305.68895327589,8574.259819911942,-4676.433495417668,0.0
83,-58635388.74996475,31145439.557903256,-5305.688953275821,8574.259819911977,-4676.433495417747,0.0
84,-58616164.151333295,31129064.021856777,-5305.688953275867,8574.259819911988,-4676.433495417522,0.0
85,-58597141.36872634,31112021.402314216,-5305.688953275911,8574.25981991185,-4676.433495417555,0.0
86,-58578954.957407214,31117401.93164734,-5305.688953275837,8574.259819911864,-4676.433495417556,0.0
87,-58560046.89028854,31157575.906055458,-5305.688953275912,8574.259819911995,-4676.433495417575,0.0
88,-58541499.48487373,31143596.95263227,-5305.688953275945,8574.259819911858,-4676.433495417636,0.0
89,-58523323.88043442,31134506.190887485,-5305.68895327588,8574.259819911975,-4676.433495417576,0.0
90,-58505490.53160129,31130918.98240547,-5305.6889532758705,8574.259819911818,-4676.43349541773,0.0
91,-58486922.90793946,31151731.505281895,-5305.688953275867,8574.259819912006,-4676.433495417634,0.0
92,-58469231.790811226,31142348.430989195,-5305.688953275837,8574.259819912026,-4676.4334954176475,0.0
93,-58450936.59869396,31144417.71877059,-5305.688953275847,8574.259819911947,-4676.433495417568,0.0
94,-58432157.41010494,31151746.627433214,-5305.6889532758705,8574.259819911917,-4676.433495417749,0.0
95,-58413896.38800422,31143376.426493164,-5305.688953275718,8574.259819911991,-4676.433495417582,0.0
96,-58394458.238144845,31129617.239157535,-5305.688953275868,8574.259819911931,-4676.433495417521,0.0
97,-58375235.74014734,31119629.893722974,-5305.688953275929,8574.259819911938,-4676.433495417658,0.0
98,-58356063.09385897,31109592.45730836,-5305.68895327583,8574.259819911897,-4676.4334954175865,0.0
99,-58336247.813824594,31099029.86766278,-5305.6889532757805,8574.259819912024,-4676.43349541761,0.0
100,-58317081.35321042,31089379.20257113,-5305.6889532758005,8574.259819911957,-4676.433495417483,0.0
101,-58297986.370601214,31076873.902065847,-5305.688953275755,8574.259819912,-4676.433495417564,0.0
102,-58278653.80750044,31062817.89818666,-5305.688953275806,8574.259819911767,-4676.43349541768,0.0
103,-58260103.09574751,31054045.19700161,-5305.688953275928,8574.259819911955,-4676.433495417525,0.0
104,-58241828.92032144,31046588.080767624,-5305.688953275798,8574.259819911964,-4676.433495417541,0.0
105,-58223697.1597538,31039067.102145605,-5305.688953275748,8574.25981991194,-4676.4334954175165,0.0
106,-58206114.28434839,31028433.702884823,-5305.688953275969,8574.25981991194,-4676.433495417539,0.0
107,-58188019.76452535,31015990.391108107,-5305.688953275818,8574.259819911958,-4676.433495417693,0.0
108,-58170299.36010867,31002006.969496395,-5305.688953275803,8574.259819911935,-4676.4334954175565,0.0
109,-58152533.699408114,30989325.762151714,-5305.688953275831,8574.259819912033,-4676.433495417491,0.0
110,-58135360.115652665,30983045.31819097,-5305.688953275932,8574.259819911878,-4676.433495417688,0.0
111,-58117600.49740083,30998522.719525795,-5305.688953275897,8574.25981991209,-4676.433495417603,0.0
112,-58099810.819556944,30987564.62524242,-5305.6889532758005,8574.259819911942,-4676.433495417572,0.0
113,-58082867.234775975,30984438.194483846,-5305.688953275842,8574.259819911926,-4676.433495417523,0.0
114,-58065951.993611746,30971429.51849202,-5305.688953275844,8574.25981991201,-4676.433495417771,0.0
115,-58048852.04862887,30975367.675227836,-5305.688953275853,8574.25981991208,-4676.433495417571,0.0
116,-58032029.466786094,31018815.37548762,-5305.688953275781,8574.25981991193,-4676.4334954176575,0.0
117,-58014800.76129186,31005185.92069969,-5305.688953275708,8574.259819911958,-4676.433495417586,0.0
118,-57997951.759735435,30993679.198926475,-5305.688953275882,8574.259819911884,-4676.433495417546,0.0
119,-57982096.79412219,30990761.1475569,-5305.688953275925,8574.259819911978,-4676.433495417526,0.0
120,-57966474.10965693,30985409.121380255,-5305.688953275887,8574.259819911947,-4676.433495417573,0.0
121,-57950940.72993541,30975100.651860345,-5305.688953275811,8574.259819911931,-4676.4334954176675,0.0
122,-57935995.0343085,30962687.63799347,-5305.688953275702,8574.259819911998,-4676.433495417688,0.0
123,-57921257.09619113,30951646.532361038,-5305.688953275799,8574.259819912006,-4676.433495417636,0.0
124,-57907617.195737585,30941318.753413945,-5305.688953276001,8574.259819911971,-4676.433495417589,0.0
125,-57893700.58636107,30934637.594031204,-5305.68895327597,8574.259819911964,-4676.433495417581,0.0
126,-57879760.17643577,30931023.30202103,-5305.688953275878,8574.259819911942,-4676.433495417639,0.0
127,-57866475.186050646,30923044.494167805,-5305.688953275832,8574.259819911851,-4676.433495417664,0.0
128,-57852434.49893806,30916640.616756644,-5305.6889532758305,8574.2598199119,-4676.433495417588,0.0
129,-57837610.68800228,30908781.03218537,-5305.688953275961,8574.259819912031,-4676.433495417629,0.0
130,-57822660.32558264,30906550.12293439,-5305.688953275785,8574.259819911844,-4676.4334954175465,0.0
131,-57807627.02753396,30901334.308246393,-5305.688953275908,8574.259819912002,-4676.43349541764,0.0
132,-57792996.390213676,30889413.910918135,-5305.688953275906,8574.259819911884,-4676.433495417691,0.0
133,-57778266.72971078,30881416.523267213,-5305.688953275853,8574.259819911955,-4676.433495417632,0.0
134,-57763987.90140875,30883789.94810193,-5305.688953275921,8574.259819911935,-4676.433495417596,0.0
135,-57749969.84720804,30907783.679228593,-5305.688953275809,8574.259819911898,-4676.43349541757,0.0
136,-57737396.59800305,30903597.060144648,-5305.688953275867,8574.259819911911,-4676.433495417574,0.0
137,-57725038.060893156,30900670.544215918,-5305.688953275815,8574.259819912066,-4676.433495417565,0.0
138,-57713863.57484128,30909018.229678042,-5305.688953275879,8574.259819912038,-4676.433495417579,0.0
139,-57703998.26072481,30929041.03711815,-5305.688953275875,8574.259819911982,-4676.433495417615,0.0
140,-57694466.07321498,30959846.700876664,-5305.6889532758505,8574.259819911846,-4676.433495417571,0.0
141,-57686089.187784106,30960964.28912356,-5305.688953275925,8574.259819911858,-4676.433495417649,0.0
142,-57678399.86778317,30955994.64979447,-5305.688953275875,8574.259819912017,-4676.433495417613,0.0
143,-57671651.67689495,30957665.373841617,-5305.688953275829,8574.259819911967,-4676.433495417613,0.0
144,-57665284.40306284,30966143.81534615,-5305.688953275928,8574.259819911915,-4676.433495417625,0.0
145,-57660247.63340886,30968903.215997364,-5305.688953275868,8574.259819911895,-4676.433495417646,0.0
146,-57656207.26991877,30968600.985108573,-5305.688953275883,8574.25981991194,-4676.4334954176065,0.0
147,-57652854.155443504,30969098.263706505,-5305.688953275768,8574.259819912075,-4676.43349541761,0.0
148,-57649689.69077849,31350531.36255799,-5305.688953275883,8574.259819911977,-4676.433495417581,0.0
149,-57644224.478040695,32485610.63709796,-5305.688953275784,8574.25981991189,-4676.433495417615,0.0
150,-57640159.88695255,32485709.52858941,-5305.688953275892,8574.259819911937,-4676.43349541768,0.0
151,-57636757.91344023,32488749.79928123,-5305.688953275792,8574.259819911995,-4676.433495417647,0.0
152,-57632736.25685303,32490547.52309679,-5305.688953275803,8574.259819912048,-4676.433495417585,0.0
153,-57628798.24022138,32493809.496555354,-5305.688953275852,8574.25981991193,-4676.433495417581,0.0
154,-57624263.02626789,32499003.219373748,-5305.6889532758705,8574.259819911864,-4676.433495417667,0.0
155,-57620208.43381707,32503065.338194232,-5305.688953275854,8574.259819911971,-4676.433495417615,0.0
156,-57615258.6735498,32519499.413717076,-5305.688953275822,8574.259819912091,-4676.4334954176165,0.0
157,-57610687.74005832,32529530.391887944,-5305.6889532758505,8574.259819911935,-4676.433495417612,0.0
158,-57605474.196747586,32557478.92900878,-5305.688953275861,8574.259819911975,-4676.433495417667,0.0
159,-57599861.25196879,32560015.783641733,-5305.688953275833,8574.259819911977,-4676.433495417604,0.0
160,-57593008.5525669,32571001.519554555,-5305.688953275826,8574.25981991194,-4676.4334954176575,0.0
161,-57585850.829401456,32570652.493061226,-5305.688953275918,8574.259819912053,-4676.433495417599,0.0
162,-57578665.233855866,32566914.510167677,-5305.688953275877,8574.259819911962,-4676.433495417609,0.0
163,-57571133.833366506,32565946.042197343,-5305.68895327586,8574.259819911862,-4676.433495417718,0.0
164,-57562980.19161429,32566768.691246618,-5305.68895327589,8574.259819911935,-4676.433495417638,0.0
165,-57554179.50266634,32567323.599995673,-5305.688953275842,8574.259819911955,-4676.43349541763,0.0
166,-57544898.329205394,32567588.77118991,-5305.68895327591,8574.259819912015,-4676.433495417635,0.0
167,-57535260.959306896,32562217.22910786,-5305.688953275909,8574.259819911842,-4676.433495417684,0.0
168,-57524962.98794964,32557270.451369736,-5305.688953275877,8574.259819911891,-4676.433495417655,0.0
169,-57515011.65791154,32564043.055982593,-5305.688953275856,8574.259819911944,-4676.433495417612,0.0
170,-57505792.600123495,32598294.326123323,-5305.688953275909,8574.259819911913,-4676.4334954176165,0.0
171,-57496139.34603334,32595203.89876668,-5305.6889532758005,8574.25981991188,-4676.433495417645,0.0
172,-57487249.80967011,32591312.517642215,-5305.688953275825,8574.25981991194,-4676.43349541771,0.0
173,-57478794.783579394,32594241.439510256,-5305.688953275884,8574.25981991188,-4676.433495417605,0.0
174,-57470678.008284524,32602384.233611796,-5305.688953275824,8574.259819911906,-4676.433495417608,0.0
175,-57462657.47568309,32613413.49481129,-5305.688953275911,8574.259819911927,-4676.433495417633,0.0
176,-57454335.36817674,32634958.720211167,-5305.688953275915,8574.25981991202,-4676.433495417622,0.0
177,-57446008.05337391,32629390.009339716,-5305.688953275847,8574.25981991181,-4676.433495417572,0.0
178,-57437826.282841824,32624512.286100503,-5305.6889532758405,8574.259819911946,-4676.433495417642,0.0
179,-57429846.61104108,32621151.408393882,-5305.6889532758605,8574.25981991192,-4676.433495417715,0.0
180,-57421723.477715574,32619502.58048926,-5305.688953275829,8574.259819911927,-4676.433495417538,0.0
181,-57413841.44251251,32619877.547464617,-5305.688953275847,8574.25981991196,-4676.433495417604,0.0
182,-57405695.399208926,32618352.520158704,-5305.688953275869,8574.259819911937,-4676.43349541756,0.0
183,-57397449.711633466,32617755.470357113,-5305.688953275857,8574.259819911975,-4676.43349541759,0.0
184,-57389750.282278925,32612658.110383254,-5305.688953275901,8574.259819911846,-4676.433495417607,0.0
185,-57381916.436532594,32609344.83864986,-5305.688953275817,8574.25981991194,-4676.433495417601,0.0
186,-57374346.46709346,32605760.2693123,-5305.688953275862,8574.259819911971,-4676.433495417602,0.0
187,-57366548.44655109,32604648.309165772,-5305.688953275863,8574.259819911893,-4676.433495417598,0.0
188,-57358447.55954856,32602975.162508354,-5305.688953275796,8574.259819911862,-4676.433495417704,0.0
189,-57350133.264632195,32600216.634294026,-5305.688953275797,8574.259819911973,-4676.433495417605,0.0
190,-57341734.91929499,32601120.68305837,-5305.6889532758805,8574.25981991197,-4676.433495417683,0.0
191,-57332538.61677162,32610280.28714273,-5305.688953275862,8574.25981991191,-4676.433495417667,0.0
192,-57322641.77647155,32603214.180604137,-5305.688953275785,8574.259819911995,-4676.433495417609,0.0
193,-57312144.71365911,32595174.657793283,-5305.688953275887,8574.259819911937,-4676.43349541764,0.0
194,-57301790.63447549,32591196.023803547,-5305.688953275921,8574.259819911944,-4676.433495417583,0.0
195,-57291226.7884815,32594817.424878646,-5305.688953275875,8574.259819912026,-4676.433495417663,0.0
196,-57279684.83617686,32587502.784676112,-5305.688953275796,8574.259819911944,-4676.433495417645,0.0
197,-57268564.47479445,32584162.02423532,-5305.688953275836,8574.259819911911,-4676.4334954176975,0.0
198,-57256553.14264099,32576337.41048056,-5305.688953275911,8574.259819911844,-4676.433495417643,0.0
199,-57244052.22018403,32570599.558609184,-5305.688953275867,8574.259819911931,-4676.43349541761,0.0
200,-57230763.52898442,32564920.290957063,-5305.68895327587,8574.259819911924,-4676.433495417587,0.0
