-1.3797376966e-01,-4.1415542543e-02,5.2349184489e-03
4.1836090755e-02,-5.1666540040e-05,1.3612922088e-02
-4.1249266895e-02,2.4684311444e-03,6.1566813569e-02
9.6602257884e-02,3.5548335746e-02,-3.4761364052e-03
-3.9228468822e-02,-4.5021889363e-02,1.4591893977e-02
-1.4270224056e-03,-1.0143073993e-02,-4.3679994571e-03
-3.5882535294e-03,-1.1065858673e-02,-9.9930626377e-03
-1.1173790222e-02,2.0329527306e-02,5.9823309329e-02
-5.8311902195e-02,1.0998480723e-02,2.6191676513e-02
-1.0242923300e-01,2.8250508924e-02,-2.1941304614e-03
-9.3622865891e-05,2.2889386525e-02,-1.1966535945e-02
8.1899658264e-03,4.0631236044e-02,-1.3246459114e-02
-2.5858097937e-02,5.1080237215e-03,5.9769268718e-02
4.2361526060e-02,9.4598225924e-04,1.6149605295e-02
-2.9448731154e-02,-3.6347143451e-02,-7.6453907234e-04
-6.1674593836e-02,-2.8691608996e-02,1.8344439981e-02
-1.0308944188e-02,-2.6054020810e-02,-7.8538562402e-03
-2.5559955826e-02,-4.4951092590e-02,-5.4020136181e-02
1.5499964209e-02,-2.7042371883e-02,-6.1596192242e-03
-1.7982914976e-02,8.1340209137e-02,-3.6998336504e-02
-6.9137516976e-02,-1.8696407425e-02,-3.3465598460e-02
-2.4161779990e-02,5.4334235535e-02,2.2586738695e-02
2.8517244187e-04,4.4524553990e-02,1.0484533818e-02
-1.0747994918e-02,1.4825450827e-02,-2.4398232687e-03
-6.9907265540e-02,-5.4570614859e-02,-3.6663298515e-02
-1.8807594025e-02,2.3029404906e-02,-8.9577278314e-02
2.6602320320e-03,-1.0317461102e-02,-2.3333275175e-02
-2.4564491753e-02,-1.2322648941e-02,3.3264959805e-02
2.0295501467e-02,1.5034888140e-02,8.5700256412e-03
1.0818452115e-03,-1.9455553623e-02,-1.0206095772e-02
-2.0922482148e-02,5.5003659116e-03,-1.2217797952e-02
2.4326953393e-02,2.9113015877e-02,-8.6550534637e-03
2.2897896491e-02,-6.2765015810e-02,1.3115641964e-02
8.9822734705e-03,4.0760947023e-03,4.4269092515e-02
-3.2808453264e-02,-4.7803211794e-02,1.0128042215e-02
5.5425548942e-02,-6.5102591832e-03,2.0535336918e-02
6.4447385611e-02,7.9529427334e-02,-5.7213952346e-02
-4.6460857300e-02,-3.5019445706e-02,-2.3850954105e-02
1.8443059418e-02,-2.7063740929e-03,3.3859922015e-02
-4.8258109466e-03,4.2765527306e-02,-1.9472543470e-02
-5.1545239365e-02,-3.9336774952e-03,1.9644767461e-03
-4.3057852607e-02,9.0070664159e-02,2.4460770016e-02
5.5029625947e-02,3.2664914673e-02,4.2690147835e-03
-1.4279207958e-02,-1.7253065009e-02,-4.7970209622e-03
2.3760064907e-02,3.2872204073e-02,-2.8116191775e-03
7.9119524120e-04,2.6855177639e-03,1.6184971331e-02
9.8965374066e-04,-1.6197276477e-03,7.4064214572e-02
-2.6883117533e-02,2.8605461854e-03,1.3156525325e-03
-1.1165266466e-02,-7.6339766542e-02,3.4437477949e-02
