i,U,K,Px,Py,Pz
307,-58088412.42987864,31639924.714939907,-5305.688953275771,8574.259819911904,-4676.433495417623
308,-58086174.03899538,31642329.796011224,-5305.688953275833,8574.259819912033,-4676.433495417549
309,-58084061.41204075,31648687.618011773,-5305.688953275826,8574.259819912006,-4676.433495417598
310,-58081984.76318314,31649215.490758006,-5305.68895327578,8574.259819912008,-4676.433495417645
311,-58079769.56719332,31648295.36581778,-5305.688953275842,8574.259819911964,-4676.433495417649
312,-58077524.2393565,31648638.416191477,-5305.688953275872,8574.25981991193,-4676.433495417593
313,-58075460.49637091,31650030.16235158,-5305.688953275819,8574.259819911907,-4676.433495417575
314,-58073570.1791841,31659913.059555415,-5305.6889532758605,8574.259819911893,-4676.433495417633
315,-58071204.46896364,31694522.98440077,-5305.68895327577,8574.259819911933,-4676.433495417573
316,-58069088.604777105,31693127.861492395,-5305.688953275805,8574.259819912037,-4676.433495417544
317,-58066540.76250109,31691416.0420159,-5305.688953275844,8574.259819911877,-4676.433495417577
318,-58064342.43799215,31691796.102333266,-5305.688953275809,8574.259819911967,-4676.433495417622
319,-58062263.41144032,31693076.798878446,-5305.688953275883,8574.25981991194,-4676.4334954176165
320,-58060185.28464789,31692515.578445837,-5305.688953275839,8574.259819911986,-4676.433495417515
321,-58058223.67079623,31692047.72929323,-5305.688953275824,8574.259819911871,-4676.433495417623
322,-58056386.792243205,31692775.53685476,-5305.688953275848,8574.259819912064,-4676.433495417623
323,-58054760.690297656,31694200.993315876,-5305.688953275868,8574.259819911913,-4676.433495417632
324,-58053234.52463144,31694146.25968592,-5305.688953275827,8574.259819911942,-4676.433495417612
325,-58051768.18978888,31693606.04124506,-5305.688953275841,8574.259819911997,-4676.433495417642
326,-58050405.34368167,31693432.64581627,-5305.688953275818,8574.259819911937,-4676.433495417685
327,-58048966.363831565,31692213.938525647,-5305.68895327585,8574.259819911958,-4676.433495417629
328,-58047601.07102317,31712072.35487409,-5305.688953275894,8574.25981991202,-4676.433495417652
329,-58046143.8955466,31768792.66653,-5305.688953275793,8574.25981991195,-4676.433495417592
330,-58044493.52251152,31767393.504218813,-5305.688953275886,8574.259819911882,-4676.433495417629
331,-58043024.18393735,31779227.61926929,-5305.68895327593,8574.259819912046,-4676.433495417574
332,-58041176.95699181,31821264.18656008,-5305.688953275821,8574.259819911897,-4676.433495417583
333,-58039124.09643175,31820481.789575934,-5305.688953275839,8574.25981991192,-4676.43349541758
334,-58036707.21113591,31818437.49340407,-5305.68895327582,8574.259819911918,-4676.433495417581
335,-58034013.55415548,31817088.694023382,-5305.688953275904,8574.259819911884,-4676.433495417634
336,-58031652.88853332,31816612.86862642,-5305.688953275801,8574.259819911946,-4676.433495417558
337,-58029157.45730331,31835717.16202917,-5305.68895327591,8574.259819911993,-4676.433495417607
338,-58026006.18052426,31890998.626396436,-5305.688953275854,8574.259819911911,-4676.433495417627
339,-58023437.51453155,31904099.15506422,-5305.688953275817,8574.259819912108,-4676.433495417629
340,-58019842.57775134,31935755.786758702,-5305.688953275854,8574.259819912006,-4676.43349541754
341,-58016640.83428371,31934247.271027584,-5305.68895327583,8574.259819912022,-4676.433495417571
342,-58013075.99660568,31934127.4921494,-5305.688953275839,8574.259819911995,-4676.4334954176
343,-58009155.858096644,31931574.19838308,-5305.688953275848,8574.259819911867,-4676.433495417573
344,-58005155.04110124,31929439.646550663,-5305.688953275833,8574.259819911918,-4676.433495417669
345,-58001310.51639607,31927096.87148047,-5305.68895327583,8574.25981991202,-4676.433495417574
346,-57997294.088636845,31924200.182769332,-5305.688953275832,8574.259819911937,-4676.433495417621
347,-57992988.79925689,31920698.011203133,-5305.68895327586,8574.25981991194,-4676.433495417595
348,-57988620.953579284,31922042.362033203,-5305.688953275863,8574.259819911846,-4676.433495417566
349,-57984295.942551896,31930711.02174711,-5305.688953275836,8574.25981991192,-4676.4334954175665
350,-57979927.993978105,31927831.589121565,-5305.68895327584,8574.259819912102,-4676.43349541758
351,-57975259.171457045,31923878.4496939,-5305.688953275892,8574.25981991196,-4676.433495417575
352,-57970757.6943815,31919682.347058136,-5305.688953275871,8574.25981991207,-4676.433495417577
353,-57965994.68092976,31915870.28763785,-5305.688953275823,8574.25981991183,-4676.433495417608
354,-57961354.721338555,32138011.19968938,-5305.688953275834,8574.259819912111,-4676.433495417681
355,-57955485.32267258,32837718.383696795,-5305.688953275876,8574.259819912024,-4676.433495417627
356,-57949770.933736145,32832992.337308552,-5305.688953275876,8574.259819911893,-4676.433495417603
357,-57944123.96649167,32829999.0018627,-5305.688953275863,8574.259819911993,-4676.4334954176065
358,-57938619.452449985,32838390.4388021,-5305.68895327591,8574.259819911962,-4676.433495417635
359,-57933163.15341367,32836615.4999653,-5305.688953275785,8574.259819911973,-4676.433495417585
360,-57928178.07865813,32833535.31053836,-5305.688953275845,8574.259819911927,-4676.433495417621
361,-57923217.44173212,32830466.492145743,-5305.688953275829,8574.259819911907,-4676.433495417632
362,-57917947.70032698,32826802.797157492,-5305.6889532758605,8574.259819911991,-4676.433495417666
363,-57912597.595266856,32822257.453946978,-5305.688953275822,8574.259819911831,-4676.433495417541
364,-57907136.21043436,32817843.745713703,-5305.6889532758605,8574.259819912028,-4676.433495417563
365,-57902460.136008926,32813385.215518612,-5305.688953275808,8574.259819911958,-4676.433495417621
366,-57897101.87623132,32810768.983013246,-5305.688953275797,8574.259819911897,-4676.433495417689
367,-57891866.010324016,32806878.074242722,-5305.688953275893,8574.259819911951,-4676.433495417595
368,-57886645.25378522,32803103.549857665,-5305.688953275929,8574.259819911944,-4676.433495417628
369,-57881550.14504276,32801100.71019733,-5305.68895327588,8574.25981991195,-4676.43349541759
370,-57876378.48438535,32799183.03581526,-5305.688953275861,8574.259819911966,-4676.433495417625
371,-57871237.023175366,32799157.147439446,-5305.688953275849,8574.259819912133,-4676.433495417586
372,-57865827.887555934,32797252.823828384,-5305.688953275852,8574.259819911867,-4676.433495417594
373,-57860791.03578988,32793506.180933446,-5305.688953275837,8574.259819911897,-4676.433495417675
374,-57855476.87016538,32790582.669138566,-5305.688953275869,8574.259819911917,-4676.433495417617
375,-57850353.2318293,32797754.743620124,-5305.688953275906,8574.259819912048,-4676.433495417606
376,-57844976.90274529,32827402.905715697,-5305.6889532759,8574.259819911817,-4676.433495417569
377,-57839268.93444351,32822849.735799383,-5305.688953275808,8574.259819911957,-4676.433495417611
378,-57833805.489109784,32818105.44790854,-5305.688953275857,8574.259819911966,-4676.433495417537
379,-57828195.28808459,32814130.28694835,-5305.688953275813,8574.259819911933,-4676.4334954176275
380,-57822613.36115058,32809438.388299678,-5305.688953275829,8574.259819911975,-4676.433495417611
381,-57817133.38619093,32804243.86863315,-5305.688953275857,8574.259819912026,-4676.433495417651
382,-57811445.24834542,32799080.069181867,-5305.688953275813,8574.259819911857,-4676.433495417584
383,-57805916.123460606,32794845.424945842,-5305.688953275798,8574.25981991193,-4676.43349541758
384,-57800556.53200449,32791778.167473838,-5305.688953275816,8574.259819911886,-4676.433495417629
385,-57794582.477103636,32789794.466123797,-5305.68895327585,8574.25981991182,-4676.433495417634
386,-57788951.22009171,32785214.158143792,-5305.688953275808,8574.259819911926,-4676.433495417578
387,-57782913.618710965,32781459.59858668,-5305.688953275834,8574.259819911835,-4676.433495417618
388,-57776821.232757784,32778648.141080108,-5305.688953275848,8574.259819911975,-4676.433495417557
389,-57770424.77022636,32772969.77887269,-5305.688953275878,8574.25981991204,-4676.43349541757
390,-57764404.055010386,32768330.823956016,-5305.688953275903,8574.259819911922,-4676.433495417639
391,-57758453.47813352,32762591.425325207,-5305.688953275871,8574.259819911933,-4676.433495417623
392,-57752264.95403674,32757370.590790518,-5305.688953275771,8574.259819911886,-4676.433495417615
393,-57745881.380376115,32754272.376103055,-5305.688953275847,8574.259819912022,-4676.433495417578
394,-57739458.26984173,32749326.93287758,-5305.688953275859,8574.259819911975,-4676.433495417677
395,-57733229.84816563,32743984.49901301,-5305.688953275842,8574.259819911913,-4676.433495417646
396,-57726927.20450877,32741618.910298396,-5305.688953275815,8574.259819912077,-4676.433495417602
397,-57720904.509620465,32739251.86687027,-5305.688953275887,8574.25981991201,-4676.433495417595
398,-57714852.4131648,32733971.86421629,-5305.6889532758805,8574.259819911966,-4676.433495417624
399,-57708665.15959688,32729831.37456588,-5305.688953275853,8574.259819911955,-4676.433495417571
400,-57702505.944301,32726718.634400226,-5305.688953275847,8574.259819911853,-4676.433495417568
